"","Reserve","SiteID","Year","Vegetation_Zone","Region","Geomorphology","tidal_range","salinity","abiotic_cover","live_cover","halophyte","freshwater","EIR","invasive_cover","Richness","SWdiv","salt_ratio"
"756","TJR","V4",2012,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",3,97,97,0,0.03,0,5,0.45,1
"757","TJR","V4",2012,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",17.35,82.65,82.65,0,0.05,0,4.74,0.81,1
"758","TJR","V4",2013,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",10,90,90,0,0.1,0,5,0.73,1
"759","TJR","V4",2013,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",15.91,84.09,84.09,0,0.04,0,4.87,0.85,1
"760","TJR","V4",2014,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",24.98,75.02,75.02,0,0.25,0,5,0.78,1
"761","TJR","V4",2014,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",16.75,83.25,83.25,0,0.1,0,4.52,0.91,1
"762","TJR","V4",2015,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",15,85,85,0,0.15,0,5,0.85,1
"763","TJR","V4",2015,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",11.01,88.99,88.84,0,0.08,0,4.57,0.86,1
"764","TJR","V4",2016,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",9.99,90.02,90.02,0,0.1,0,5,0.88,1
"765","TJR","V4",2016,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",7.15,92.85,92.85,0,0.09,0,3.83,0.65,1
"766","TJR","V4",2017,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",10.01,89.99,89.99,0,0.1,0,5,0.58,1
"767","TJR","V4",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",19.61,80.38,80.36,0,0.03,0,4.74,0.84,1
"768","TJR","V4",2018,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",2,98,98,0,0.02,0,5,0.71,1
"769","TJR","V4",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",10.53,89.47,89.47,0,0.05,0,4.09,0.68,1
"770","TJR","V4",2019,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",2,98,98,0,0.02,0,4,0.58,1
"771","TJR","V4",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",15.08,84.92,84.92,0,0.03,0,3.96,0.71,1
"772","TJR","V4",2020,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",0,99.99,99.99,0,0,0,3,0.36,1
"773","TJR","V4",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",7.19,92.81,92.81,0,0.09,0,3.43,0.67,1
"774","TJR","V4",2021,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",1,99,99,0,0.01,0,3,0.47,1
"775","TJR","V4",2021,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",9.05,90.95,90.95,0,0.08,0,4.04,0.78,1
"776","WEL","WB",2005,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",17.7,82.3,81.97,0,0.17,0,4.62,0.86,1
"777","WEL","WB",2005,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",11.72,88.28,87.87,0,0.55,0.15,4.92,0.88,1
"778","WEL","WB",2005,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",4.57,95.43,76.17,2.7,0.91,15.2,3.25,0.67,0.95
"779","WEL","WB",2008,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",1.94,98.06,98.06,0,0,0,3.67,0.78,1
"780","WEL","WB",2008,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",3.39,96.62,96.62,0,0.76,0,3.11,0.54,1
"781","WEL","WB",2008,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",0,100,96.41,0,1,0,4.67,0.69,1
"782","WEL","WB",2009,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",19.67,80.33,80.33,0,0.2,0,3.33,0.74,1
"783","WEL","WB",2009,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",42.11,57.89,56.91,0,0.84,0,3.22,0.53,1
"784","WEL","WB",2009,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",0,100,95.89,0,1,0,4.33,0.74,1
"785","WEL","WB",2010,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",2.69,97.3,97.3,0,0.03,0,3.67,0.79,1
"786","WEL","WB",2010,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",2.32,97.68,85.49,0,0.66,0,2.44,0.54,1
"787","WEL","WB",2010,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",0,100,79.62,7.8,0.87,7.8,4,0.72,0.87
"788","WEL","WB",2011,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",8.46,91.54,91.54,0,0.08,0,4,0.8,1
"789","WEL","WB",2011,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",14.31,85.69,85.69,0,0.66,0,4.12,0.73,1
"790","WEL","WB",2011,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",0,100,60.53,8.91,0.91,14.4,3.88,0.78,0.91
"791","WEL","WB",2014,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",7.29,92.71,92.61,0,0.07,0,2.88,0.42,1
"792","WEL","WB",2014,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",14.11,85.89,85.86,0,0.7,0,2.92,0.54,1
"793","WEL","WB",2014,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",0.61,99.38,68.35,6.34,0.87,18.89,3.38,0.7,0.87
"794","WEL","WB",2016,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",12.28,87.71,87.71,0,0.12,0,3.75,0.61,1
"795","WEL","WB",2016,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",11.63,88.36,86.66,0,0.7,0,3.5,0.58,1
"796","WEL","WB",2016,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",0.3,99.71,49.3,13.43,0.78,24.59,4.38,0.72,0.78
"797","WEL","WB",2017,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",10.51,89.49,89.49,0,0.11,0,3.75,0.73,1
"798","WEL","WB",2017,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",13.26,86.74,86.74,0,0.84,0,2.42,0.38,1
"799","WEL","WB",2017,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",0,100,77.78,1.1,0.99,6.35,5.75,1.27,0.99
"800","WEL","WB",2019,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",12.62,87.38,80.37,0,0.11,0,4,0.73,1
"801","WEL","WB",2019,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",8.15,91.85,90.48,0,0.6,0,4.33,0.85,1
"802","WEL","WB",2019,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",10.93,89.07,83.14,0,0.89,0.36,6.25,1.02,1
"803","WEL","WB",2020,"Low","Northeast","Back Barrier","Mesotidal","Polyhaline",24.49,75.5,70.89,0,0.27,0,3.75,0.47,1
"804","WEL","WB",2020,"Mid","Northeast","Back Barrier","Mesotidal","Polyhaline",7.16,92.83,85.65,0,0.56,0,4.42,0.8,1
"805","WEL","WB",2020,"Up","Northeast","Back Barrier","Mesotidal","Polyhaline",6.01,93.98,56.01,0,0.84,13.14,3.75,0.96,0.89
"806","WQB","Section 1",2011,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",42.16,57.84,56.55,0,0.12,0,1.48,0.11,0.94
"807","WQB","Section 1",2011,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",25.38,74.62,74.62,0,0.39,0,4.5,1.04,1
"808","WQB","Section 1",2012,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",49.59,50.41,48.37,0,0.15,0,1.32,0.1,0.84
"809","WQB","Section 1",2012,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",15.12,84.88,79.38,0,0.4,0,4.5,1.15,1
"810","WQB","Section 1",2013,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",46.89,53.11,51.92,0,0.16,0,1.52,0.13,0.87
"811","WQB","Section 1",2013,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",9.55,90.45,90.45,0,0.41,0,6.5,1.13,1
"812","WQB","Section 1",2013,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",30.35,69.66,47.52,15.36,0.71,0,6.67,1.13,0.8
"813","WQB","Section 1",2014,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",56.67,43.33,41.87,0,0.14,0,1.55,0.14,0.84
"814","WQB","Section 1",2014,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",22.68,77.33,77.33,0,0.44,0,5.5,1.04,1
"815","WQB","Section 1",2014,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",34.12,65.89,36.11,13.34,0.61,0,6,1.21,0.77
"816","WQB","Section 1",2015,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",47.97,52.03,47.69,0,0.19,0,1.81,0.17,0.9
"817","WQB","Section 1",2015,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",31.23,68.77,68.77,0,0.39,0,5.5,1.09,1
"818","WQB","Section 1",2015,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",48.24,51.77,22.62,14.41,0.46,0,6.67,1.34,0.68
"819","WQB","Section 1",2016,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",40.62,59.38,58.04,0,0.14,0,2.03,0.22,0.94
"820","WQB","Section 1",2016,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",43.12,56.88,56.88,0,0.36,0,5,0.82,1
"821","WQB","Section 1",2016,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",33.19,66.83,29.91,15.94,0.52,0,7,1.51,0.67
"822","WQB","Section 1",2017,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",51.8,48.2,39.91,0,0.22,0,2.06,0.29,0.97
"823","WQB","Section 1",2017,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",31.14,68.87,68.62,0,0.39,0,5.75,1.02,1
"824","WQB","Section 1",2017,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",26,74.01,29.46,16.32,0.57,0,7.33,1.46,0.7
"825","WQB","Section 1",2019,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",43.37,56.63,49.45,0,0.21,0,2.13,0.23,0.97
"826","WQB","Section 1",2019,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",39.2,60.8,60.55,0,0.52,0,6.25,0.83,1
"827","WQB","Section 1",2019,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",34.31,65.7,23.16,26.33,0.32,0,6.33,1.3,0.5
"828","WQB","Section 1",2020,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",87.33,12.67,6,0,0.28,0,1.33,0.23,1
"829","WQB","Section 1",2020,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",30.12,69.88,69.75,0,0.51,0,5.75,0.97,1
"830","WQB","Section 1",2020,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",43.3,56.72,16.48,36.48,0.21,0,6.5,1.3,0.45
"831","WQB","Section 2",2011,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",58.65,41.35,41.14,0,0.04,0,2,0.21,0.88
"832","WQB","Section 2",2011,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",14.42,85.58,85.58,0,0.27,0,5.6,1.02,1
"833","WQB","Section 2",2011,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",11.75,88.25,87.25,0,0.89,0,8,1.6,1
"834","WQB","Section 2",2012,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",63.71,36.29,34.48,0,0.02,0,1.88,0.28,0.75
"835","WQB","Section 2",2012,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",22.25,77.75,77.4,0,0.23,0,5.4,1.03,1
"836","WQB","Section 2",2012,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",23.44,76.57,73.08,0,0.87,0,9,1.59,1
"837","WQB","Section 2",2013,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",54.26,45.74,42.66,0,0.03,0,2.04,0.28,0.92
"838","WQB","Section 2",2013,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",16.72,83.28,83.28,0,0.34,0,5.5,1.02,1
"839","WQB","Section 2",2013,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",9.76,90.24,83.89,0,0.9,1.68,7.67,1.34,1
"840","WQB","Section 2",2014,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",50.02,49.98,46.14,0,0.05,0,2.21,0.31,0.96
"841","WQB","Section 2",2014,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",30.74,69.27,69,0,0.31,0,5.45,0.89,1
"842","WQB","Section 2",2014,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",19.39,80.62,77.6,0,0.81,2.02,7.5,0.92,1
"843","WQB","Section 2",2015,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",53.61,46.39,45.31,0,0.02,0,2.04,0.19,0.92
"844","WQB","Section 2",2015,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",29.56,70.44,70.44,0,0.31,0,5.15,0.82,1
"845","WQB","Section 2",2015,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",27.73,72.28,70.28,0,0.74,1,8,1.11,1
"846","WQB","Section 2",2016,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",57.19,42.81,39.81,0,0.06,0,2.25,0.27,1
"847","WQB","Section 2",2016,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",21.08,78.93,78.43,0,0.35,0,5.55,0.93,1
"848","WQB","Section 2",2016,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",35.23,64.79,64.13,0,0.67,0.17,8.67,1.15,1
"849","WQB","Section 2",2017,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",58.04,41.96,35.81,0,0.06,0,2.17,0.24,0.88
"850","WQB","Section 2",2017,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",24.63,75.38,73.98,0,0.37,0,5.6,0.87,0.98
"851","WQB","Section 2",2017,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",26.95,73.06,70.73,0,0.77,1.66,8.33,1.13,1
"852","WQB","Section 2",2019,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",42.65,57.35,52.24,0,0.08,0,2.32,0.22,1
"853","WQB","Section 2",2019,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",33.19,66.81,66.71,0,0.35,0,5.15,0.75,1
"854","WQB","Section 2",2019,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",27.7,72.3,71.87,0,0.77,0.03,8.67,0.81,1
"855","WQB","Section 2",2020,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",60.37,39.63,38.35,0,0.04,0,1.52,0.15,0.7
"856","WQB","Section 2",2020,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",15.63,84.37,83.99,0,0.48,0,5.4,0.78,1
"857","WQB","Section 2",2020,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",31,69,66,0,0.74,1.67,6.33,0.93,1
"858","WQB","Section 3",2011,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",62.33,37.67,33.35,0,0.04,0,2.27,0.36,1
"859","WQB","Section 3",2011,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",22.11,77.89,71.18,0,0.28,0,3.96,0.77,1
"860","WQB","Section 3",2011,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",31.36,68.64,53.99,5.51,0.62,0,8.4,1.53,0.86
"861","WQB","Section 3",2012,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",62.83,37.17,30.9,0,0.05,0,2.27,0.41,0.91
"862","WQB","Section 3",2012,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",29.75,70.25,60.89,0,0.28,0,3.65,0.72,1
"863","WQB","Section 3",2012,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",29.5,70.5,64.1,2.6,0.68,0,7.8,1.3,0.95
"864","WQB","Section 3",2013,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",65.23,34.78,32.22,0,0.03,0,2.36,0.32,0.91
"865","WQB","Section 3",2013,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",26.8,73.21,64.16,0,0.3,0,4.22,0.8,1
"866","WQB","Section 3",2013,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",28.41,71.6,64.58,1.4,0.7,0,7.2,1.36,0.97
"867","WQB","Section 3",2014,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",68.41,31.59,26.87,0,0.03,0,2.27,0.33,1
"868","WQB","Section 3",2014,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",34.17,65.84,59.3,0,0.27,0,4.48,0.74,1
"869","WQB","Section 3",2014,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",28.99,71.01,66.59,2,0.69,0,7,1.36,0.97
"870","WQB","Section 3",2015,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",66.58,33.42,33.42,0,0.03,0,2,0.17,1
"871","WQB","Section 3",2015,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",32.72,67.29,62.4,0,0.33,0,4.39,0.72,1
"872","WQB","Section 3",2015,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",33.19,66.82,63.32,0.7,0.66,0,7,1.36,0.97
"873","WQB","Section 3",2016,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",60.43,39.57,35.77,0,0.05,0,2.27,0.4,1
"874","WQB","Section 3",2016,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",26.89,73.12,67.04,0,0.39,0,4.05,0.65,1
"875","WQB","Section 3",2016,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",41.12,58.89,54.19,1.2,0.59,0,7.2,1.35,0.97
"876","WQB","Section 3",2017,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",68.04,31.96,25.5,0,0.11,0,2.18,0.33,0.91
"877","WQB","Section 3",2017,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",27.52,72.48,61.23,0,0.38,0,4.13,0.75,1
"878","WQB","Section 3",2017,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",26.31,73.69,69.1,1,0.78,0,6.6,1.38,0.98
"879","WQB","Section 3",2019,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",60.82,39.18,30.24,0,0.12,0,2.36,0.41,0.91
"880","WQB","Section 3",2019,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",30.55,69.46,59.61,0,0.41,0,4.26,0.62,1
"881","WQB","Section 3",2019,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",15.48,84.52,77.88,0.62,0.86,0.8,7.8,1.16,0.99
"882","WQB","Section 3",2020,"Low","Northeast","Back Barrier","Microtidal","Polyhaline",55.67,44.33,23.67,0,0,0,4,1.07,1
"883","WQB","Section 3",2020,"Mid","Northeast","Back Barrier","Microtidal","Polyhaline",34.33,65.68,50.14,0,0.24,0,4.25,0.8,1
"884","WQB","Section 3",2020,"Up","Northeast","Back Barrier","Microtidal","Polyhaline",14.6,85.4,76.8,0.6,0.86,0,6.6,1.19,0.99
