"","Reserve","SiteID","Region","Geomorphology","tidal_range","salinity","Metric","SampleSize","term","df","sumsq","meansq","statistic","pvalue"
"753","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","EMI",70,"Vegetation_Zone",1,0.0256,0.0256,3.7667,0.0566
"754","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","EMI",70,"Year:Vegetation_Zone",1,0.0021,0.0021,0.3106,0.5792
"755","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","EMI",70,"Residuals",66,0.4483,0.0068,NA,1
"756","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","EMI",120,"Year",1,0.0017,0.0017,0.123,0.7264
"757","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","EMI",120,"Vegetation_Zone",1,2.7497,2.7497,194.7323,0
"758","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","EMI",120,"Year:Vegetation_Zone",1,3e-04,3e-04,0.0214,0.8839
"759","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","EMI",120,"Residuals",116,1.6379,0.0141,NA,1
"760","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","EMI",122,"Year",1,0.0098,0.0098,0.6094,0.4366
"761","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","EMI",122,"Vegetation_Zone",1,0.1429,0.1429,8.8813,0.0035
"762","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","EMI",122,"Year:Vegetation_Zone",1,0.0025,0.0025,0.1535,0.6959
"763","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","EMI",122,"Residuals",118,1.8987,0.0161,NA,1
"764","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","EMI",100,"Year",1,0.0457,0.0457,1.0203,0.315
"765","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","EMI",100,"Vegetation_Zone",1,1.6878,1.6878,37.6763,0
"766","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","EMI",100,"Year:Vegetation_Zone",1,0.0089,0.0089,0.1982,0.6572
"767","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","EMI",100,"Residuals",96,4.3005,0.0448,NA,1
"768","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","EMI",60,"Year",1,1e-04,1e-04,1.0381,0.3126
"769","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","EMI",60,"Vegetation_Zone",1,0,0,0.1078,0.7438
"770","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","EMI",60,"Year:Vegetation_Zone",1,0,0,0.1153,0.7354
"771","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","EMI",60,"Residuals",56,0.0033,1e-04,NA,1
"772","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",50,"Year",1,0,0,NA,1
"773","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",50,"Vegetation_Zone",1,0,0,NA,1
"774","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",50,"Year:Vegetation_Zone",1,0,0,NA,1
"775","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",50,"Residuals",46,0,0,NA,1
"776","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",240,"Year",1,0.0029,0.0029,0.2296,0.6323
"777","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",240,"Vegetation_Zone",2,12.3143,6.1572,486.9346,0
"778","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",240,"Year:Vegetation_Zone",2,0.0558,0.0279,2.2055,0.1125
"779","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",240,"Residuals",234,2.9589,0.0126,NA,1
"780","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",210,"Year",1,0.0174,0.0174,0.5787,0.4477
"781","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",210,"Vegetation_Zone",1,0.1052,0.1052,3.5034,0.0627
"782","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",210,"Year:Vegetation_Zone",1,0.0029,0.0029,0.0964,0.7564
"783","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",210,"Residuals",206,6.1859,0.03,NA,1
"784","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",270,"Year",1,0.0135,0.0135,0.9718,0.3251
"785","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",270,"Vegetation_Zone",2,1.6158,0.8079,57.97,0
"786","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",270,"Year:Vegetation_Zone",2,0.0051,0.0025,0.182,0.8337
"787","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",270,"Residuals",264,3.6792,0.0139,NA,1
"788","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",240,"Year",1,9e-04,9e-04,0.0494,0.8244
"789","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",240,"Vegetation_Zone",1,0.0019,0.0019,0.1085,0.7422
"790","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",240,"Year:Vegetation_Zone",1,0.0202,0.0202,1.1473,0.2852
"791","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",240,"Residuals",236,4.1571,0.0176,NA,1
"792","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",48,"Year",1,0.0186,0.0186,0.4262,0.5173
"793","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",48,"Vegetation_Zone",1,0.032,0.032,0.7312,0.3971
"794","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",48,"Year:Vegetation_Zone",1,0.0037,0.0037,0.0852,0.7717
"795","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",48,"Residuals",44,1.9253,0.0438,NA,1
"796","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",120,"Year",1,0.0951,0.0951,9.9794,0.002
"797","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",120,"Vegetation_Zone",1,1.537,1.537,161.2318,0
"798","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",120,"Year:Vegetation_Zone",1,0.0434,0.0434,4.5559,0.0349
"799","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","EMI",120,"Residuals",116,1.1058,0.0095,NA,1
"800","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","EMI",265,"Year",1,0.0082,0.0082,0.1246,0.7244
"801","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","EMI",265,"Vegetation_Zone",2,17.6548,8.8274,134.6725,0
"802","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","EMI",265,"Year:Vegetation_Zone",2,0.0743,0.0372,0.567,0.5679
"803","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","EMI",265,"Residuals",259,16.9767,0.0655,NA,1
"804","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",420,"Year",1,0.3812,0.3812,7.7514,0.0056
"805","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",420,"Vegetation_Zone",2,16.7696,8.3848,170.504,0
"806","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",420,"Year:Vegetation_Zone",2,0.3416,0.1708,3.473,0.0319
"807","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",420,"Residuals",414,20.3591,0.0492,NA,1
"808","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",307,"Year",1,0.3513,0.3513,6.2176,0.0132
"809","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",307,"Vegetation_Zone",2,3.49,1.745,30.8883,0
"810","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",307,"Year:Vegetation_Zone",2,0.4829,0.2415,4.274,0.0148
"811","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",307,"Residuals",301,17.0049,0.0565,NA,1
"812","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",331,"Year",1,0.5831,0.5831,10.6018,0.0012
"813","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",331,"Vegetation_Zone",2,13.1191,6.5596,119.2681,0
"814","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",331,"Year:Vegetation_Zone",2,0.0748,0.0374,0.68,0.5073
"815","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","EMI",331,"Residuals",325,17.8745,0.055,NA,1
"816","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Richness",142,"Year",1,0.0013,0.0013,0.0066,0.9353
"817","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Richness",142,"Vegetation_Zone",1,0.0551,0.0551,0.2804,0.5973
"818","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Richness",142,"Year:Vegetation_Zone",1,0.6096,0.6096,3.0994,0.0805
"819","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Richness",142,"Residuals",138,27.1438,0.1967,NA,1
"820","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Richness",122,"Year",1,2.3781,2.3781,7.4558,0.0073
"821","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Richness",122,"Vegetation_Zone",1,0.4976,0.4976,1.56,0.2141
"822","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Richness",122,"Year:Vegetation_Zone",1,1.8806,1.8806,5.8961,0.0167
"823","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Richness",122,"Residuals",118,37.6372,0.319,NA,1
"824","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Richness",346,"Year",1,0.7057,0.7057,0.2289,0.6326
"825","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Richness",346,"Vegetation_Zone",2,101.8387,50.9194,16.5163,0
"826","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Richness",346,"Year:Vegetation_Zone",2,0.1771,0.0885,0.0287,0.9717
"827","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Richness",346,"Residuals",340,1048.2149,3.083,NA,1
"828","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Richness",160,"Year",1,3.3215,3.3215,1.5228,0.2191
"829","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Richness",160,"Vegetation_Zone",1,10.2194,10.2194,4.6852,0.0319
"830","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Richness",160,"Year:Vegetation_Zone",1,9.9685,9.9685,4.5702,0.0341
"831","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Richness",160,"Residuals",156,340.2657,2.1812,NA,1
"832","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Richness",419,"Year",1,19.9575,19.9575,2.3012,0.13
"833","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Richness",419,"Vegetation_Zone",1,659.6682,659.6682,76.0616,0
"834","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Richness",419,"Year:Vegetation_Zone",1,0.0552,0.0552,0.0064,0.9364
"835","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Richness",419,"Residuals",415,3599.2165,8.6728,NA,1
"836","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Richness",120,"Year",1,2.2817,2.2817,8.907,0.0035
"837","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Richness",120,"Vegetation_Zone",2,1.0634,0.5317,2.0756,0.1302
"838","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Richness",120,"Year:Vegetation_Zone",2,2.377,1.1885,4.6395,0.0116
"839","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Richness",120,"Residuals",114,29.203,0.2562,NA,1
"840","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Richness",60,"Year",1,0.0036,0.0036,0.02,0.888
"841","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Richness",60,"Vegetation_Zone",2,16.15,8.075,45.2535,0
"842","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Richness",60,"Year:Vegetation_Zone",2,0.394,0.197,1.1042,0.3389
"843","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Richness",60,"Residuals",54,9.6357,0.1784,NA,1
"844","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Richness",100,"Year",1,0.4425,0.4425,1.2489,0.2666
"845","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Richness",100,"Vegetation_Zone",2,63.9764,31.9882,90.2884,0
"846","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Richness",100,"Year:Vegetation_Zone",2,0.388,0.194,0.5476,0.5802
"847","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Richness",100,"Residuals",94,33.3032,0.3543,NA,1
"848","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Richness",162,"Year",1,1.1196,1.1196,4.6771,0.0321
"849","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Richness",162,"Vegetation_Zone",1,0.6776,0.6776,2.8309,0.0944
"850","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Richness",162,"Year:Vegetation_Zone",1,0.5794,0.5794,2.4204,0.1218
"851","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Richness",162,"Residuals",158,37.8209,0.2394,NA,1
"852","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Richness",210,"Year",1,1.7245,1.7245,7.4509,0.0069
"853","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Richness",210,"Vegetation_Zone",1,6.1229,6.1229,26.4548,0
"854","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Richness",210,"Year:Vegetation_Zone",1,0.0986,0.0986,0.4259,0.5147
"855","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Richness",210,"Residuals",206,47.6779,0.2314,NA,1
"856","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Richness",128,"Year",1,50.8004,50.8004,19.4695,0
"857","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Richness",128,"Vegetation_Zone",1,0.0522,0.0522,0.02,0.8877
"858","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Richness",128,"Year:Vegetation_Zone",1,0.0319,0.0319,0.0122,0.9122
"859","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Richness",128,"Residuals",124,323.5452,2.6092,NA,1
"860","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Richness",240,"Year",1,27.8004,27.8004,13.1029,4e-04
"861","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Richness",240,"Vegetation_Zone",2,61.5736,30.7868,14.5104,0
"862","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Richness",240,"Year:Vegetation_Zone",2,19.1108,9.5554,4.5037,0.012
"863","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Richness",240,"Residuals",234,496.4777,2.1217,NA,1
"864","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Richness",491,"Year",1,0.9112,0.9112,0.2329,0.6296
"865","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Richness",491,"Vegetation_Zone",2,1383.1028,691.5514,176.7352,0
"866","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Richness",491,"Year:Vegetation_Zone",2,5.2318,2.6159,0.6685,0.5129
"867","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Richness",491,"Residuals",485,1897.7684,3.9129,NA,1
"868","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Richness",429,"Year",1,14.6143,14.6143,6.1764,0.0133
"869","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Richness",429,"Vegetation_Zone",2,207.5166,103.7583,43.8508,0
"870","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Richness",429,"Year:Vegetation_Zone",2,1.6702,0.8351,0.3529,0.7028
"871","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Richness",429,"Residuals",423,1000.8889,2.3662,NA,1
"872","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Richness",329,"Year",1,21.1866,21.1866,5.5477,0.0191
"873","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Richness",329,"Vegetation_Zone",2,1153.4685,576.7342,151.0172,0
"874","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Richness",329,"Year:Vegetation_Zone",2,33.0735,16.5368,4.3301,0.0139
"875","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Richness",329,"Residuals",323,1233.5358,3.819,NA,1
"876","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Richness",406,"Year",1,3.1298,3.1298,1.7063,0.1922
"877","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Richness",406,"Vegetation_Zone",2,530.7802,265.3901,144.6908,0
"878","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Richness",406,"Residuals",402,737.3437,1.8342,NA,1
"879","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",546,"Year",1,29.2721,29.2721,8.2475,0.0042
"880","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",546,"Vegetation_Zone",2,361.0071,180.5035,50.8576,0
"881","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",546,"Year:Vegetation_Zone",2,34.8408,17.4204,4.9083,0.0077
"882","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",546,"Residuals",540,1916.5649,3.5492,NA,1
"883","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Richness",346,"Year",1,53.3303,53.3303,14.8299,1e-04
"884","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Richness",346,"Vegetation_Zone",2,11.259,5.6295,1.5654,0.2105
"885","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Richness",346,"Year:Vegetation_Zone",2,7.3885,3.6943,1.0273,0.3591
"886","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Richness",346,"Residuals",340,1222.684,3.5961,NA,1
"887","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",463,"Year",1,16.5748,16.5748,5.6363,0.018
"888","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",463,"Vegetation_Zone",1,87.777,87.777,29.8486,0
"889","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",463,"Year:Vegetation_Zone",1,1.128,1.128,0.3836,0.536
"890","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",463,"Residuals",459,1349.7988,2.9407,NA,1
"891","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",161,"Year",1,1.1888,1.1888,0.4146,0.5206
"892","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",161,"Vegetation_Zone",1,2.8452,2.8452,0.9922,0.3207
"893","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",161,"Year:Vegetation_Zone",1,1.4181,1.4181,0.4945,0.4829
"894","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Richness",161,"Residuals",157,450.1876,2.8674,NA,1
"895","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Richness",312,"Year",1,2.9753,2.9753,2.7034,0.1012
"896","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Richness",312,"Vegetation_Zone",2,168.0474,84.0237,76.3456,0
"897","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Richness",312,"Year:Vegetation_Zone",2,1.4209,0.7104,0.6455,0.5251
"898","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Richness",312,"Residuals",306,336.7744,1.1006,NA,1
"899","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Richness",273,"Year",1,7.5615,7.5615,6.9994,0.0086
"900","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Richness",273,"Vegetation_Zone",2,285.2767,142.6384,132.0358,0
"901","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Richness",273,"Year:Vegetation_Zone",2,2.9706,1.4853,1.3749,0.2547
"902","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Richness",273,"Residuals",267,288.4403,1.0803,NA,1
"903","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Richness",319,"Year",1,0.3224,0.3224,0.219,0.6401
"904","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Richness",319,"Vegetation_Zone",2,327.8419,163.9209,111.3529,0
"905","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Richness",319,"Year:Vegetation_Zone",2,23.9194,11.9597,8.1243,4e-04
"906","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Richness",319,"Residuals",313,460.7627,1.4721,NA,1
"907","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Richness",338,"Year",1,2.3474,2.3474,5.8018,0.0166
"908","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Richness",338,"Vegetation_Zone",1,139.4202,139.4202,344.589,0
"909","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Richness",338,"Year:Vegetation_Zone",1,4.6615,4.6615,11.5214,8e-04
"910","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Richness",338,"Residuals",334,135.1359,0.4046,NA,1
"911","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Richness",789,"Year",1,0.2193,0.2193,0.3992,0.5277
"912","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Richness",789,"Vegetation_Zone",1,409.7941,409.7941,745.902,0
"913","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Richness",789,"Year:Vegetation_Zone",1,5.0115,5.0115,9.1219,0.0026
"914","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Richness",789,"Residuals",785,431.2742,0.5494,NA,1
"915","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Richness",70,"Year",1,0.0087,0.0087,0.0025,0.9602
"916","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Richness",70,"Vegetation_Zone",1,7.9179,7.9179,2.2991,0.1342
"917","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Richness",70,"Year:Vegetation_Zone",1,7.8654,7.8654,2.2839,0.1355
"918","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Richness",70,"Residuals",66,227.2938,3.4438,NA,1
"919","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Richness",120,"Year",1,1.9106,1.9106,1.5556,0.2148
"920","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Richness",120,"Vegetation_Zone",1,224.1333,224.1333,182.4915,0
"921","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Richness",120,"Year:Vegetation_Zone",1,20.2866,20.2866,16.5175,1e-04
"922","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Richness",120,"Residuals",116,142.4695,1.2282,NA,1
"923","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Richness",122,"Year",1,1.513,1.513,0.6799,0.4113
"924","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Richness",122,"Vegetation_Zone",1,98.2959,98.2959,44.1726,0
"925","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Richness",122,"Year:Vegetation_Zone",1,8.0356,8.0356,3.6111,0.0598
"926","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Richness",122,"Residuals",118,262.5817,2.2253,NA,1
"927","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Richness",100,"Year",1,0.5354,0.5354,0.1128,0.7378
"928","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Richness",100,"Vegetation_Zone",1,500.5067,500.5067,105.3971,0
"929","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Richness",100,"Year:Vegetation_Zone",1,0.1161,0.1161,0.0244,0.8761
"930","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Richness",100,"Residuals",96,455.8818,4.7488,NA,1
"931","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Richness",60,"Year",1,0.0381,0.0381,0.0224,0.8817
"932","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Richness",60,"Vegetation_Zone",1,23.6463,23.6463,13.8836,5e-04
"933","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Richness",60,"Year:Vegetation_Zone",1,5.121,5.121,3.0067,0.0884
"934","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Richness",60,"Residuals",56,95.378,1.7032,NA,1
"935","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",50,"Year",1,0.2673,0.2673,0.0571,0.8123
"936","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",50,"Vegetation_Zone",1,76.88,76.88,16.4103,2e-04
"937","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",50,"Year:Vegetation_Zone",1,2.3297,2.3297,0.4973,0.4843
"938","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",50,"Residuals",46,215.503,4.6848,NA,1
"939","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",240,"Year",1,19.2045,19.2045,22.8345,0
"940","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",240,"Vegetation_Zone",2,137.4056,68.7028,81.6887,0
"941","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",240,"Year:Vegetation_Zone",2,4.5719,2.2859,2.718,0.0681
"942","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",240,"Residuals",234,196.8013,0.841,NA,1
"943","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",210,"Year",1,0.2545,0.2545,0.14,0.7086
"944","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",210,"Vegetation_Zone",1,0.8127,0.8127,0.4471,0.5045
"945","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",210,"Year:Vegetation_Zone",1,0.0047,0.0047,0.0026,0.9594
"946","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",210,"Residuals",206,374.4519,1.8177,NA,1
"947","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",270,"Year",1,0.0818,0.0818,0.0407,0.8402
"948","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",270,"Vegetation_Zone",2,87.8015,43.9007,21.8476,0
"949","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",270,"Year:Vegetation_Zone",2,0.9991,0.4996,0.2486,0.7801
