"","Reserve","SiteID","Metric","site_variable","Category","SampleSize","term","slope","std.error","statistic","pvalue"
"1007","WQB","Section 1","Live Cover","tidal_range","Microtidal",1228,"Year",-0.2454,0.6572,-0.3734,0.7091
"1008","WQB","Section 3","Live Cover","tidal_range","Microtidal",1324,"Year",0.1489,0.5319,0.28,0.7796
"1009","ACE","EIN","Halophyte Cover","tidal_range","Microtidal",568,"Year",1.0266,0.8342,1.2306,0.2205
"1010","ACE","EIS","Halophyte Cover","tidal_range","Microtidal",488,"Year",3.0081,0.8554,3.5168,6e-04
"1011","APA","PC","Halophyte Cover","tidal_range","Microtidal",1384,"Year",-0.4504,0.8327,-0.5409,0.5889
"1012","CBM","MB","Halophyte Cover","tidal_range","Microtidal",640,"Year",1.308,0.3438,3.8043,2e-04
"1013","CBM","OPC","Halophyte Cover","tidal_range","Microtidal",1676,"Year",0,0,NA,1
"1014","DEL","SJR","Halophyte Cover","tidal_range","Microtidal",480,"Year",-0.7739,1.4006,-0.5526,0.5816
"1015","ELK","Upper","Halophyte Cover","tidal_range","Mesotidal",240,"Year",0.4192,0.6581,0.6369,0.5267
"1016","ELK","Lower","Halophyte Cover","tidal_range","Mesotidal",400,"Year",0,0,NA,1
"1017","GND","spalt","Halophyte Cover","tidal_range","Microtidal",648,"Year",0,0,NA,1
"1018","GND","juro low","Halophyte Cover","tidal_range","Microtidal",840,"Year",0,0,NA,1
"1019","GND","juro high","Halophyte Cover","tidal_range","Microtidal",512,"Year",-0.0255,0.0778,-0.3284,0.7432
"1020","GND","juro mid","Halophyte Cover","tidal_range","Microtidal",960,"Year",0.0975,0.0361,2.7017,0.0074
"1021","GND","clmaj","Halophyte Cover","tidal_range","Microtidal",600,"Year",0,0,NA,1
"1022","GRB","SP","Halophyte Cover","tidal_range","Mesotidal",1964,"Year",-0.1188,0.4102,-0.2895,0.7723
"1023","GRB","GBF","Halophyte Cover","tidal_range","Mesotidal",1716,"Year",0.0767,0.4622,0.1659,0.8684
"1024","GRB","BC","Halophyte Cover","tidal_range","Mesotidal",1316,"Year",-0.44,0.4444,-0.9902,0.3228
"1025","GTM","22","Halophyte Cover","tidal_range","Microtidal",1596,"Year",0.5243,0.4727,1.1092,0.268
"1026","GTM","0","Halophyte Cover","tidal_range","Microtidal",1396,"Year",0.0082,0.4399,0.0186,0.9852
"1027","GTM","40","Halophyte Cover","tidal_range","Microtidal",1312,"Year",1.5523,0.4277,3.6295,3e-04
"1028","GTM","1","Halophyte Cover","tidal_range","Microtidal",1500,"Year",-0.4985,0.6082,-0.8196,0.4129
"1029","GTM","46","Halophyte Cover","tidal_range","Microtidal",1624,"Year",-2.2472,0.3382,-6.6452,0
"1030","JAC","Central Segment","Halophyte Cover","tidal_range","Microtidal",1080,"Year",1.7301,0.3264,5.3008,0
"1031","JAC","South Segment","Halophyte Cover","tidal_range","Microtidal",1080,"Year",0.5472,0.3952,1.3846,0.1673
"1032","KAC","FR","Halophyte Cover","tidal_range","Macrotidal",2184,"Year",0.6127,0.2949,2.0779,0.0382
"1033","KAC","BS","Halophyte Cover","tidal_range","Macrotidal",1384,"Year",1.1423,0.5608,2.037,0.0424
"1034","KAC","CP","Halophyte Cover","tidal_range","Macrotidal",1852,"Year",0.4092,0.5704,0.7174,0.4735
"1035","KAC","SC","Halophyte Cover","tidal_range","Macrotidal",644,"Year",0.8126,0.6725,1.2085,0.2287
"1036","MAR","MI-W","Halophyte Cover","tidal_range","Microtidal",2192,"Year",-0.2702,0.5236,-0.5159,0.6061
"1037","MAR","HF1","Halophyte Cover","tidal_range","Microtidal",2192,"Year",-11.6902,0.4906,-23.8281,0
"1038","MAR","HF2","Halophyte Cover","tidal_range","Microtidal",2400,"Year",-9.2515,0.506,-18.2834,0
"1039","MAR","HF3","Halophyte Cover","tidal_range","Microtidal",2192,"Year",-9.2302,0.5717,-16.1455,0
"1040","NAR","Nag","Halophyte Cover","tidal_range","Microtidal",1248,"Year",-1.454,0.2409,-6.0367,0
"1041","NAR","Coggeshall","Halophyte Cover","tidal_range","Microtidal",1092,"Year",-2.022,0.3119,-6.4826,0
"1042","NIW","Segment A","Halophyte Cover","tidal_range","Microtidal",1276,"Year",0.9552,0.4251,2.2471,0.0253
"1043","NIW","Segment B","Halophyte Cover","tidal_range","Microtidal",1352,"Year",0.872,0.4066,2.1444,0.0327
"1044","NOC","MI","Halophyte Cover","tidal_range","Microtidal",3156,"Year",0.9645,0.4118,2.3422,0.0194
"1045","NOC","MM","Halophyte Cover","tidal_range","Microtidal",2404,"Year",-4.9886,0.397,-12.5654,0
"1046","SOS","DM","Halophyte Cover","tidal_range","Mesotidal",280,"Year",0.4222,0.3914,1.0785,0.2846
"1047","SOS","MM","Halophyte Cover","tidal_range","Mesotidal",480,"Year",-0.0773,0.9128,-0.0847,0.9326
"1048","SOS","HC","Halophyte Cover","tidal_range","Mesotidal",488,"Year",1.136,0.6919,1.6417,0.1033
"1049","SOS","VM","Halophyte Cover","tidal_range","Mesotidal",400,"Year",-0.2499,0.7319,-0.3414,0.7335
"1050","SOS","VI","Halophyte Cover","tidal_range","Mesotidal",240,"Year",0.9959,0.3741,2.6623,0.01
"1051","SOS","MI","Halophyte Cover","tidal_range","Mesotidal",240,"Year",1.9614,0.3791,5.1737,0
"1052","TJR","McCoy North","Halophyte Cover","tidal_range","Mesotidal",200,"Year",0.3938,2.0001,0.1969,0.8447
"1053","TJR","McCoy South","Halophyte Cover","tidal_range","Mesotidal",960,"Year",-0.7217,0.8852,-0.8153,0.4157
"1054","TJR","South Beach","Halophyte Cover","tidal_range","Mesotidal",840,"Year",-0.6097,0.9414,-0.6477,0.5179
"1055","TJR","V1","Halophyte Cover","tidal_range","Mesotidal",1080,"Year",-1.3006,0.3629,-3.5839,4e-04
"1056","TJR","V3","Halophyte Cover","tidal_range","Mesotidal",960,"Year",0.6115,0.5463,1.1193,0.2641
"1057","TJR","V4","Halophyte Cover","tidal_range","Mesotidal",960,"Year",0.8364,0.3985,2.099,0.0369
"1058","TJR","Brazo Creek","Halophyte Cover","tidal_range","Mesotidal",192,"Year",1.9792,2.1331,0.9278,0.3583
"1059","TJR","Horse Trail","Halophyte Cover","tidal_range","Mesotidal",300,"Year",0.9206,0.6623,1.39,0.1687
"1060","TJR","Model Marsh","Halophyte Cover","tidal_range","Mesotidal",480,"Year",2.3895,1.8067,1.3226,0.1885
"1061","WEL","WB","Halophyte Cover","tidal_range","Mesotidal",1060,"Year",-0.2284,0.3445,-0.6629,0.508
"1062","WQB","Section 2","Halophyte Cover","tidal_range","Microtidal",1680,"Year",-0.1282,0.5286,-0.2426,0.8084
"1063","WQB","Section 1","Halophyte Cover","tidal_range","Microtidal",1228,"Year",-1.3683,0.6724,-2.0347,0.0427
"1064","WQB","Section 3","Halophyte Cover","tidal_range","Microtidal",1324,"Year",-0.2967,0.6009,-0.4937,0.6219
"1065","ACE","EIN","Freshwater Cover","tidal_range","Microtidal",568,"Year",0,0,NA,1
"1066","ACE","EIS","Freshwater Cover","tidal_range","Microtidal",488,"Year",0,0,NA,1
"1067","APA","PC","Freshwater Cover","tidal_range","Microtidal",1384,"Year",-0.7154,0.2498,-2.864,0.0044
"1068","CBM","MB","Freshwater Cover","tidal_range","Microtidal",640,"Year",0,0,NA,1
"1069","CBM","OPC","Freshwater Cover","tidal_range","Microtidal",1676,"Year",2.5235,0.2583,9.7681,0
"1070","DEL","SJR","Freshwater Cover","tidal_range","Microtidal",480,"Year",0,0,NA,1
"1071","ELK","Upper","Freshwater Cover","tidal_range","Mesotidal",240,"Year",0,0,NA,1
"1072","ELK","Lower","Freshwater Cover","tidal_range","Mesotidal",400,"Year",0,0,NA,1
"1073","GND","spalt","Freshwater Cover","tidal_range","Microtidal",648,"Year",0,0,NA,1
"1074","GND","juro low","Freshwater Cover","tidal_range","Microtidal",840,"Year",0,0,NA,1
"1075","GND","juro high","Freshwater Cover","tidal_range","Microtidal",512,"Year",0.0787,0.2518,0.3125,0.7552
"1076","GND","juro mid","Freshwater Cover","tidal_range","Microtidal",960,"Year",-0.1768,0.4375,-0.4041,0.6865
"1077","GND","clmaj","Freshwater Cover","tidal_range","Microtidal",600,"Year",-3.2417,1.1438,-2.8341,0.0052
"1078","GRB","SP","Freshwater Cover","tidal_range","Mesotidal",1964,"Year",-0.0035,0.1234,-0.0286,0.9772
"1079","GRB","GBF","Freshwater Cover","tidal_range","Mesotidal",1716,"Year",-0.2107,0.1035,-2.035,0.0425
"1080","GRB","BC","Freshwater Cover","tidal_range","Mesotidal",1316,"Year",-0.305,0.116,-2.6288,0.009
"1081","GTM","22","Freshwater Cover","tidal_range","Microtidal",1596,"Year",0,0,NA,1
"1082","GTM","0","Freshwater Cover","tidal_range","Microtidal",1396,"Year",0,0,NA,1
"1083","GTM","40","Freshwater Cover","tidal_range","Microtidal",1312,"Year",0,0,NA,1
"1084","GTM","1","Freshwater Cover","tidal_range","Microtidal",1500,"Year",0,0,NA,1
"1085","GTM","46","Freshwater Cover","tidal_range","Microtidal",1624,"Year",0.9313,0.1695,5.4954,0
"1086","JAC","Central Segment","Freshwater Cover","tidal_range","Microtidal",1080,"Year",0,0,NA,1
"1087","JAC","South Segment","Freshwater Cover","tidal_range","Microtidal",1080,"Year",0,0,NA,1
"1088","KAC","FR","Freshwater Cover","tidal_range","Macrotidal",2184,"Year",0.0855,0.0765,1.1178,0.2641
"1089","KAC","BS","Freshwater Cover","tidal_range","Macrotidal",1384,"Year",0.1906,0.252,0.7563,0.45
"1090","KAC","CP","Freshwater Cover","tidal_range","Macrotidal",1852,"Year",-0.0179,0.0245,-0.7309,0.4652
"1091","KAC","SC","Freshwater Cover","tidal_range","Macrotidal",644,"Year",0,0,NA,1
"1092","MAR","MI-W","Freshwater Cover","tidal_range","Microtidal",2192,"Year",0,0,NA,1
"1093","MAR","HF1","Freshwater Cover","tidal_range","Microtidal",2192,"Year",0,0,NA,1
"1094","MAR","HF2","Freshwater Cover","tidal_range","Microtidal",2400,"Year",0,0,NA,1
"1095","MAR","HF3","Freshwater Cover","tidal_range","Microtidal",2192,"Year",0,0,NA,1
"1096","NAR","Nag","Freshwater Cover","tidal_range","Microtidal",1248,"Year",0,0,NA,1
"1097","NAR","Coggeshall","Freshwater Cover","tidal_range","Microtidal",1092,"Year",0,0,NA,1
"1098","NIW","Segment A","Freshwater Cover","tidal_range","Microtidal",1276,"Year",0.041,0.0318,1.2896,0.1981
"1099","NIW","Segment B","Freshwater Cover","tidal_range","Microtidal",1352,"Year",-0.088,0.0479,-1.8368,0.0671
"1100","NOC","MI","Freshwater Cover","tidal_range","Microtidal",3156,"Year",0,0,NA,1
"1101","NOC","MM","Freshwater Cover","tidal_range","Microtidal",2404,"Year",0,0,NA,1
"1102","SOS","DM","Freshwater Cover","tidal_range","Mesotidal",280,"Year",-0.089,0.1387,-0.6418,0.5232
"1103","SOS","MM","Freshwater Cover","tidal_range","Mesotidal",480,"Year",0,0,NA,1
"1104","SOS","HC","Freshwater Cover","tidal_range","Mesotidal",488,"Year",0.1518,0.0929,1.6351,0.1047
"1105","SOS","VM","Freshwater Cover","tidal_range","Mesotidal",400,"Year",0.0031,0.015,0.2038,0.8389
"1106","SOS","VI","Freshwater Cover","tidal_range","Mesotidal",240,"Year",0,0,NA,1
"1107","SOS","MI","Freshwater Cover","tidal_range","Mesotidal",240,"Year",0,0,NA,1
"1108","TJR","McCoy North","Freshwater Cover","tidal_range","Mesotidal",200,"Year",0,0,NA,1
"1109","TJR","McCoy South","Freshwater Cover","tidal_range","Mesotidal",960,"Year",0,0,NA,1
"1110","TJR","South Beach","Freshwater Cover","tidal_range","Mesotidal",840,"Year",0,0,NA,1
"1111","TJR","V1","Freshwater Cover","tidal_range","Mesotidal",1080,"Year",0,0,NA,1
"1112","TJR","V3","Freshwater Cover","tidal_range","Mesotidal",960,"Year",0,0,NA,1
"1113","TJR","V4","Freshwater Cover","tidal_range","Mesotidal",960,"Year",0,0,NA,1
"1114","TJR","Brazo Creek","Freshwater Cover","tidal_range","Mesotidal",192,"Year",0,0,NA,1
"1115","TJR","Horse Trail","Freshwater Cover","tidal_range","Mesotidal",300,"Year",0,0,NA,1
"1116","TJR","Model Marsh","Freshwater Cover","tidal_range","Mesotidal",480,"Year",0,0,NA,1
"1117","WEL","WB","Freshwater Cover","tidal_range","Mesotidal",1060,"Year",0.0152,0.0958,0.1581,0.8745
"1118","WQB","Section 2","Freshwater Cover","tidal_range","Microtidal",1680,"Year",0,0,NA,1
"1119","WQB","Section 1","Freshwater Cover","tidal_range","Microtidal",1228,"Year",0.3622,0.1528,2.3696,0.0184
"1120","WQB","Section 3","Freshwater Cover","tidal_range","Microtidal",1324,"Year",-0.0505,0.0244,-2.0735,0.0389
"1121","ACE","EIN","EMI","tidal_range","Microtidal",568,"Year",0.0109,0.0083,1.3162,0.1903
"1122","ACE","EIS","EMI","tidal_range","Microtidal",488,"Year",0.0301,0.0086,3.52,6e-04
"1123","APA","PC","EMI","tidal_range","Microtidal",1384,"Year",0.0045,0.0059,0.7621,0.4465
"1124","CBM","MB","EMI","tidal_range","Microtidal",640,"Year",0,0.0052,9e-04,0.9992
"1125","CBM","OPC","EMI","tidal_range","Microtidal",1676,"Year",0.0087,0.0015,5.6721,0
"1126","DEL","SJR","EMI","tidal_range","Microtidal",480,"Year",0.0101,0.0159,0.6331,0.5279
"1127","ELK","Upper","EMI","tidal_range","Mesotidal",240,"Year",0.0096,0.0251,0.3829,0.7032
"1128","ELK","Lower","EMI","tidal_range","Mesotidal",400,"Year",0.0091,0.0141,0.6429,0.5218
"1129","GND","spalt","EMI","tidal_range","Microtidal",648,"Year",0.0583,0.0074,7.8617,0
"1130","GND","juro low","EMI","tidal_range","Microtidal",840,"Year",0.0819,0.0091,9.0293,0
"1131","GND","juro high","EMI","tidal_range","Microtidal",512,"Year",0.0642,0.0106,6.0762,0
"1132","GND","juro mid","EMI","tidal_range","Microtidal",960,"Year",0.0465,0.0093,5.0213,0
"1133","GND","clmaj","EMI","tidal_range","Microtidal",600,"Year",0,0,NA,1
"1134","GRB","SP","EMI","tidal_range","Mesotidal",1964,"Year",0.0151,0.0039,3.8623,1e-04
"1135","GRB","GBF","EMI","tidal_range","Mesotidal",1716,"Year",0.0086,0.0046,1.8791,0.0609
"1136","GRB","BC","EMI","tidal_range","Mesotidal",1316,"Year",0.0127,0.0045,2.8018,0.0054
"1137","GTM","22","EMI","tidal_range","Microtidal",1596,"Year",-0.0052,0.0047,-1.1092,0.268
"1138","GTM","0","EMI","tidal_range","Microtidal",1396,"Year",-1e-04,0.0044,-0.0186,0.9852
"1139","GTM","40","EMI","tidal_range","Microtidal",1312,"Year",-0.0155,0.0043,-3.6295,3e-04
"1140","GTM","1","EMI","tidal_range","Microtidal",1500,"Year",0.005,0.0061,0.8196,0.413
"1141","GTM","46","EMI","tidal_range","Microtidal",1624,"Year",-7e-04,0.0064,-0.103,0.918
"1142","JAC","Central Segment","EMI","tidal_range","Microtidal",1080,"Year",-0.0171,0.0034,-5.0013,0
"1143","JAC","South Segment","EMI","tidal_range","Microtidal",1080,"Year",-0.0041,0.004,-1.0221,0.3076
"1144","KAC","FR","EMI","tidal_range","Macrotidal",2184,"Year",-7e-04,0.0027,-0.2714,0.7862
"1145","KAC","BS","EMI","tidal_range","Macrotidal",1384,"Year",0.0018,0.0036,0.518,0.6048
"1146","KAC","CP","EMI","tidal_range","Macrotidal",1852,"Year",0.0021,0.0011,1.8276,0.0683
"1147","KAC","SC","EMI","tidal_range","Macrotidal",644,"Year",0.0065,0.007,0.9353,0.351
"1148","MAR","MI-W","EMI","tidal_range","Microtidal",2192,"Year",-0.0208,0.0052,-4.0107,1e-04
"1149","MAR","HF1","EMI","tidal_range","Microtidal",2192,"Year",0.0431,0.0047,9.1677,0
"1150","MAR","HF2","EMI","tidal_range","Microtidal",2400,"Year",0.0278,0.0052,5.3971,0
"1151","MAR","HF3","EMI","tidal_range","Microtidal",2192,"Year",0.0539,0.0057,9.4815,0
"1152","NAR","Nag","EMI","tidal_range","Microtidal",1248,"Year",0.017,0.0048,3.5205,5e-04
"1153","NAR","Coggeshall","EMI","tidal_range","Microtidal",1092,"Year",0.0089,0.0045,1.9913,0.0474
"1154","NIW","Segment A","EMI","tidal_range","Microtidal",1276,"Year",-0.0089,0.0038,-2.319,0.021
"1155","NIW","Segment B","EMI","tidal_range","Microtidal",1352,"Year",-0.0075,0.0041,-1.8222,0.0693
"1156","NOC","MI","EMI","tidal_range","Microtidal",3156,"Year",-0.0073,0.0038,-1.9252,0.0546
"1157","NOC","MM","EMI","tidal_range","Microtidal",2404,"Year",0.0361,0.0037,9.6477,0
"1158","SOS","DM","EMI","tidal_range","Mesotidal",280,"Year",0.0043,0.0026,1.6562,0.1023
"1159","SOS","MM","EMI","tidal_range","Mesotidal",480,"Year",0.0012,0.0054,0.2161,0.8293
"1160","SOS","HC","EMI","tidal_range","Mesotidal",488,"Year",-0.003,0.0039,-0.7587,0.4495
"1161","SOS","VM","EMI","tidal_range","Mesotidal",400,"Year",0.0061,0.0071,0.8642,0.3896
"1162","SOS","VI","EMI","tidal_range","Mesotidal",240,"Year",2e-04,2e-04,1.0348,0.305
"1163","SOS","MI","EMI","tidal_range","Mesotidal",240,"Year",0.0035,0.0021,1.6658,0.1011
"1164","TJR","McCoy North","EMI","tidal_range","Mesotidal",200,"Year",0,0,NA,1
"1165","TJR","McCoy South","EMI","tidal_range","Mesotidal",960,"Year",0.0012,0.0057,0.2123,0.8321
"1166","TJR","South Beach","EMI","tidal_range","Mesotidal",840,"Year",-0.0032,0.0042,-0.7578,0.4494
"1167","TJR","V1","EMI","tidal_range","Mesotidal",1080,"Year",-0.0025,0.003,-0.8275,0.4087
"1168","TJR","V3","EMI","tidal_range","Mesotidal",960,"Year",-0.001,0.0031,-0.3113,0.7558
"1169","TJR","V4","EMI","tidal_range","Mesotidal",960,"Year",7e-04,0.003,0.2225,0.8241
"1170","TJR","Brazo Creek","EMI","tidal_range","Mesotidal",192,"Year",-0.0176,0.0267,-0.6614,0.5117
"1171","TJR","Horse Trail","EMI","tidal_range","Mesotidal",300,"Year",-2e-04,0.0025,-0.0797,0.9367
"1172","TJR","Model Marsh","EMI","tidal_range","Mesotidal",480,"Year",-0.0199,0.0097,-2.0442,0.0432
"1173","WEL","WB","EMI","tidal_range","Mesotidal",1060,"Year",0.0012,0.0047,0.2487,0.8038
"1174","WQB","Section 2","EMI","tidal_range","Microtidal",1680,"Year",0.0104,0.0051,2.0621,0.0398
"1175","WQB","Section 1","EMI","tidal_range","Microtidal",1228,"Year",0.013,0.0057,2.2599,0.0245
"1176","WQB","Section 3","EMI","tidal_range","Microtidal",1324,"Year",0.0153,0.0062,2.4849,0.0135
"1177","ACE","EIN","Richness","tidal_range","Microtidal",568,"Year",-0.0011,0.0142,-0.081,0.9356
"1178","ACE","EIS","Richness","tidal_range","Microtidal",488,"Year",0.0531,0.0199,2.6705,0.0086
"1179","APA","PC","Richness","tidal_range","Microtidal",1384,"Year",-0.024,0.0522,-0.4594,0.6462
"1180","CBM","MB","Richness","tidal_range","Microtidal",640,"Year",0.0424,0.0351,1.2066,0.2294
"1181","CBM","OPC","Richness","tidal_range","Microtidal",1676,"Year",0.0647,0.0463,1.3979,0.1629
"1182","DEL","SJR","Richness","tidal_range","Microtidal",480,"Year",-0.0617,0.0215,-2.8719,0.0048
"1183","ELK","Upper","Richness","tidal_range","Mesotidal",240,"Year",0.0036,0.0402,0.089,0.9294
"1184","ELK","Lower","Richness","tidal_range","Mesotidal",400,"Year",0.0287,0.0431,0.6663,0.5068
"1185","GND","spalt","Richness","tidal_range","Microtidal",648,"Year",0.0487,0.0227,2.141,0.0338
"1186","GND","juro low","Richness","tidal_range","Microtidal",840,"Year",0.0531,0.0206,2.5797,0.0106
"1187","GND","juro high","Richness","tidal_range","Microtidal",512,"Year",0.3715,0.0835,4.4473,0
"1188","GND","juro mid","Richness","tidal_range","Microtidal",960,"Year",0.1993,0.0589,3.3858,8e-04
"1189","GND","clmaj","Richness","tidal_range","Microtidal",600,"Year",0.8767,0.1418,6.1813,0
"1190","GRB","SP","Richness","tidal_range","Mesotidal",1964,"Year",-0.0113,0.0306,-0.3682,0.7129
"1191","GRB","GBF","Richness","tidal_range","Mesotidal",1716,"Year",-0.048,0.0211,-2.2709,0.0237
"1192","GRB","BC","Richness","tidal_range","Mesotidal",1316,"Year",-0.0662,0.0391,-1.692,0.0916
"1193","GTM","22","Richness","tidal_range","Microtidal",1596,"Year",0.0407,0.0119,3.4136,7e-04
"1194","GTM","0","Richness","tidal_range","Microtidal",1396,"Year",-0.025,0.0101,-2.4829,0.0135
"1195","GTM","40","Richness","tidal_range","Microtidal",1312,"Year",-0.025,0.005,-5.02,0
"1196","GTM","1","Richness","tidal_range","Microtidal",1500,"Year",0.109,0.023,4.748,0
"1197","GTM","46","Richness","tidal_range","Microtidal",1624,"Year",0.0345,0.0346,0.9985,0.3186
"1198","JAC","Central Segment","Richness","tidal_range","Microtidal",1080,"Year",-0.0118,0.012,-0.985,0.3255
"1199","JAC","South Segment","Richness","tidal_range","Microtidal",1080,"Year",-0.0058,0.016,-0.3638,0.7163
"1200","KAC","FR","Richness","tidal_range","Macrotidal",2184,"Year",0.0556,0.0212,2.6242,0.0089
"1201","KAC","BS","Richness","tidal_range","Macrotidal",1384,"Year",0.1065,0.0277,3.8443,1e-04
"1202","KAC","CP","Richness","tidal_range","Macrotidal",1852,"Year",-0.0554,0.024,-2.3046,0.0216
"1203","KAC","SC","Richness","tidal_range","Macrotidal",644,"Year",0.0212,0.0329,0.6449,0.5199
"1204","MAR","MI-W","Richness","tidal_range","Microtidal",2192,"Year",-0.109,0.0165,-6.6186,0
"1205","MAR","HF1","Richness","tidal_range","Microtidal",2192,"Year",-0.2648,0.0172,-15.4415,0
"1206","MAR","HF2","Richness","tidal_range","Microtidal",2400,"Year",-0.1965,0.0172,-11.4542,0
"1207","MAR","HF3","Richness","tidal_range","Microtidal",2192,"Year",-0.2051,0.0177,-11.5988,0
"1208","NAR","Nag","Richness","tidal_range","Microtidal",1248,"Year",-0.0261,0.0193,-1.3498,0.1781
"1209","NAR","Coggeshall","Richness","tidal_range","Microtidal",1092,"Year",-0.0445,0.0236,-1.885,0.0605
"1210","NIW","Segment A","Richness","tidal_range","Microtidal",1276,"Year",-0.0071,0.0201,-0.3546,0.7231
"1211","NIW","Segment B","Richness","tidal_range","Microtidal",1352,"Year",-0.0186,0.0111,-1.6807,0.0937
"1212","NOC","MI","Richness","tidal_range","Microtidal",3156,"Year",-0.0054,0.0119,-0.4517,0.6516
"1213","NOC","MM","Richness","tidal_range","Microtidal",2404,"Year",8e-04,0.0043,0.1924,0.8475
"1214","SOS","DM","Richness","tidal_range","Mesotidal",280,"Year",0.0029,0.0586,0.0492,0.9609
"1215","SOS","MM","Richness","tidal_range","Mesotidal",480,"Year",0.039,0.0511,0.7634,0.4468
"1216","SOS","HC","Richness","tidal_range","Mesotidal",488,"Year",0.037,0.0527,0.7015,0.4843
"1217","SOS","VM","Richness","tidal_range","Mesotidal",400,"Year",0.0209,0.0893,0.2342,0.8153
"1218","SOS","VI","Richness","tidal_range","Mesotidal",240,"Year",-0.006,0.0451,-0.1334,0.8944
"1219","SOS","MI","Richness","tidal_range","Mesotidal",240,"Year",0.1487,0.0392,3.7982,4e-04
"1220","TJR","McCoy North","Richness","tidal_range","Mesotidal",200,"Year",0.0255,0.122,0.2086,0.8356
"1221","TJR","McCoy South","Richness","tidal_range","Mesotidal",960,"Year",-0.0985,0.0268,-3.6731,3e-04
"1222","TJR","South Beach","Richness","tidal_range","Mesotidal",840,"Year",-0.0121,0.0323,-0.3756,0.7076
"1223","TJR","V1","Richness","tidal_range","Mesotidal",1080,"Year",0.0061,0.0322,0.1882,0.8509
"1224","TJR","V3","Richness","tidal_range","Mesotidal",960,"Year",-3e-04,0.0406,-0.0062,0.995
"1225","TJR","V4","Richness","tidal_range","Mesotidal",960,"Year",-0.1235,0.0279,-4.4251,0
"1226","TJR","Brazo Creek","Richness","tidal_range","Mesotidal",192,"Year",0.0667,0.1341,0.4971,0.6215
"1227","TJR","Horse Trail","Richness","tidal_range","Mesotidal",300,"Year",-0.0267,0.0617,-0.4322,0.6669
"1228","TJR","Model Marsh","Richness","tidal_range","Mesotidal",480,"Year",-0.0375,0.0605,-0.6199,0.5365
"1229","WEL","WB","Richness","tidal_range","Mesotidal",1060,"Year",-0.0175,0.0249,-0.7027,0.4828
"1230","WQB","Section 2","Richness","tidal_range","Microtidal",1680,"Year",-0.0052,0.0432,-0.1213,0.9035
"1231","WQB","Section 1","Richness","tidal_range","Microtidal",1228,"Year",0.1801,0.0431,4.1803,0
"1232","WQB","Section 3","Richness","tidal_range","Microtidal",1324,"Year",0.0411,0.0482,0.8534,0.3941
"1233","ACE","EIN","Shannon-Weiner Diversity","tidal_range","Microtidal",568,"Year",-0.0013,0.0058,-0.2221,0.8245
"1234","ACE","EIS","Shannon-Weiner Diversity","tidal_range","Microtidal",488,"Year",0.0059,0.0069,0.8544,0.3946
"1235","APA","PC","Shannon-Weiner Diversity","tidal_range","Microtidal",1384,"Year",0.0098,0.0097,1.0021,0.317
"1236","CBM","MB","Shannon-Weiner Diversity","tidal_range","Microtidal",640,"Year",0.0097,0.0096,1.0067,0.3156
"1237","CBM","OPC","Shannon-Weiner Diversity","tidal_range","Microtidal",1676,"Year",0.0139,0.0075,1.8632,0.0631
"1238","DEL","SJR","Shannon-Weiner Diversity","tidal_range","Microtidal",480,"Year",-0.0233,0.0094,-2.4899,0.0142
"1239","ELK","Upper","Shannon-Weiner Diversity","tidal_range","Mesotidal",240,"Year",0.0107,0.0201,0.5303,0.5979
"1240","ELK","Lower","Shannon-Weiner Diversity","tidal_range","Mesotidal",400,"Year",0.0073,0.015,0.4872,0.6272
"1241","GND","spalt","Shannon-Weiner Diversity","tidal_range","Microtidal",648,"Year",0.0239,0.0115,2.0733,0.0397
"1242","GND","juro low","Shannon-Weiner Diversity","tidal_range","Microtidal",840,"Year",0.014,0.0085,1.6529,0.0999
"1243","GND","juro high","Shannon-Weiner Diversity","tidal_range","Microtidal",512,"Year",0.1259,0.0242,5.2014,0
"1244","GND","juro mid","Shannon-Weiner Diversity","tidal_range","Microtidal",960,"Year",0.0647,0.0176,3.6739,3e-04
"1245","GND","clmaj","Shannon-Weiner Diversity","tidal_range","Microtidal",600,"Year",0.2381,0.0314,7.5753,0
"1246","GRB","SP","Shannon-Weiner Diversity","tidal_range","Mesotidal",1964,"Year",-0.0044,0.0062,-0.718,0.4731
"1247","GRB","GBF","Shannon-Weiner Diversity","tidal_range","Mesotidal",1716,"Year",-0.0152,0.0059,-2.599,0.0097
"1248","GRB","BC","Shannon-Weiner Diversity","tidal_range","Mesotidal",1316,"Year",-0.0142,0.0085,-1.6621,0.0975
"1249","GTM","22","Shannon-Weiner Diversity","tidal_range","Microtidal",1596,"Year",0.0281,0.0039,7.2046,0
"1250","GTM","0","Shannon-Weiner Diversity","tidal_range","Microtidal",1396,"Year",0.0044,0.0041,1.0635,0.2883
"1251","GTM","40","Shannon-Weiner Diversity","tidal_range","Microtidal",1312,"Year",0,2e-04,-0.267,0.7897
"1252","GTM","1","Shannon-Weiner Diversity","tidal_range","Microtidal",1500,"Year",0.0531,0.0071,7.4431,0
"1253","GTM","46","Shannon-Weiner Diversity","tidal_range","Microtidal",1624,"Year",-0.0033,0.0082,-0.4073,0.684
"1254","JAC","Central Segment","Shannon-Weiner Diversity","tidal_range","Microtidal",1080,"Year",-0.0093,0.0045,-2.0667,0.0397
