"","Reserve","SiteID","Metric","SampleSize","term","slope","std.error","statistic","pvalue"
"1095","KAC","FR","Richness",546,"Year:Vegetation_ZoneMid",-0.0099,0.0481,-0.2065,0.8365
"1096","KAC","FR","Richness",546,"Year:Vegetation_ZoneUp",0.3323,0.1152,2.885,0.0041
"1097","KAC","BS","Richness",346,"(Intercept)",-218.4796,57.7362,-3.7841,2e-04
"1098","KAC","BS","Richness",346,"Year",0.1103,0.0287,3.8476,1e-04
"1099","KAC","BS","Richness",346,"Vegetation_ZoneMid",-171.1627,303.7704,-0.5635,0.5735
"1100","KAC","BS","Richness",346,"Vegetation_ZoneUp",394.9898,303.7704,1.3003,0.1944
"1101","KAC","BS","Richness",346,"Year:Vegetation_ZoneMid",0.0848,0.1508,0.5624,0.5742
"1102","KAC","BS","Richness",346,"Year:Vegetation_ZoneUp",-0.1957,0.1508,-1.2973,0.1954
"1103","KAC","CP","Richness",463,"(Intercept)",66.3187,82.8459,0.8005,0.4238
"1104","KAC","CP","Richness",463,"Year",-0.0315,0.0411,-0.7671,0.4434
"1105","KAC","CP","Richness",463,"Vegetation_ZoneMid",63.2666,100.6508,0.6286,0.5299
"1106","KAC","CP","Richness",463,"Year:Vegetation_ZoneMid",-0.0309,0.05,-0.6193,0.536
"1107","KAC","SC","Richness",161,"(Intercept)",-84.0953,93.1576,-0.9027,0.3681
"1108","KAC","SC","Richness",161,"Year",0.0435,0.0462,0.9404,0.3485
"1109","KAC","SC","Richness",161,"Vegetation_ZoneMid",93.2561,132.9879,0.7012,0.4842
"1110","KAC","SC","Richness",161,"Year:Vegetation_ZoneMid",-0.0464,0.066,-0.7032,0.4829
"1111","NAR","Nag","Richness",312,"(Intercept)",70.5385,70.1099,1.0061,0.3152
"1112","NAR","Nag","Richness",312,"Year",-0.0341,0.0348,-0.9796,0.3281
"1113","NAR","Nag","Richness",312,"Vegetation_ZoneMid",-36.5288,80.321,-0.4548,0.6496
"1114","NAR","Nag","Richness",312,"Vegetation_ZoneUp",74.2564,114.489,0.6486,0.5171
"1115","NAR","Nag","Richness",312,"Year:Vegetation_ZoneMid",0.0186,0.0398,0.4672,0.6407
"1116","NAR","Nag","Richness",312,"Year:Vegetation_ZoneUp",-0.0355,0.0568,-0.6257,0.532
"1117","NAR","Coggeshall","Richness",273,"(Intercept)",113.9121,58.7055,1.9404,0.0534
"1118","NAR","Coggeshall","Richness",273,"Year",-0.0557,0.0291,-1.9138,0.0567
"1119","NAR","Coggeshall","Richness",273,"Vegetation_ZoneMid",2.1508,75.0963,0.0286,0.9772
"1120","NAR","Coggeshall","Richness",273,"Vegetation_ZoneUp",-157.3993,107.1811,-1.4685,0.1431
"1121","NAR","Coggeshall","Richness",273,"Year:Vegetation_ZoneMid",-2e-04,0.0373,-0.0057,0.9954
"1122","NAR","Coggeshall","Richness",273,"Year:Vegetation_ZoneUp",0.0795,0.0532,1.4961,0.1358
"1123","NIW","Segment A","Richness",319,"(Intercept)",-14.5393,42.414,-0.3428,0.732
"1124","NIW","Segment A","Richness",319,"Year",0.0077,0.0211,0.3649,0.7154
"1125","NIW","Segment A","Richness",319,"Vegetation_ZoneMid",36.2981,63.9113,0.5679,0.5705
"1126","NIW","Segment A","Richness",319,"Vegetation_ZoneUp",509.6935,126.1622,4.04,1e-04
"1127","NIW","Segment A","Richness",319,"Year:Vegetation_ZoneMid",-0.0172,0.0317,-0.5429,0.5876
"1128","NIW","Segment A","Richness",319,"Year:Vegetation_ZoneUp",-0.2515,0.0626,-4.0147,1e-04
"1129","NIW","Segment B","Richness",338,"(Intercept)",9.4539,17.7231,0.5334,0.5941
"1130","NIW","Segment B","Richness",338,"Year",-0.0042,0.0088,-0.482,0.6301
"1131","NIW","Segment B","Richness",338,"Vegetation_ZoneMid",126.7528,36.8937,3.4356,7e-04
"1132","NIW","Segment B","Richness",338,"Year:Vegetation_ZoneMid",-0.0622,0.0183,-3.3943,8e-04
"1133","NOC","MI","Richness",789,"(Intercept)",32.6865,18.5043,1.7664,0.0777
"1134","NOC","MI","Richness",789,"Year",-0.0158,0.0092,-1.7146,0.0868
"1135","NOC","MI","Richness",789,"Vegetation_ZoneMid",-149.4787,50.1865,-2.9785,0.003
"1136","NOC","MI","Richness",789,"Year:Vegetation_ZoneMid",0.0752,0.0249,3.0202,0.0026
"1137","SOS","DM","Richness",70,"(Intercept)",373.3837,238.8695,1.5631,0.1228
"1138","SOS","DM","Richness",70,"Year",-0.1822,0.1187,-1.5347,0.1296
"1139","SOS","DM","Richness",70,"Vegetation_ZoneMid",-420.5402,278.8034,-1.5084,0.1362
"1140","SOS","DM","Richness",70,"Year:Vegetation_ZoneMid",0.2093,0.1385,1.5113,0.1355
"1141","SOS","MM","Richness",120,"(Intercept)",180.7844,89.1382,2.0281,0.0448
"1142","SOS","MM","Richness",120,"Year",-0.0881,0.0442,-1.9919,0.0487
"1143","SOS","MM","Richness",120,"Vegetation_ZoneMid",-509.5976,126.0605,-4.0425,1e-04
"1144","SOS","MM","Richness",120,"Year:Vegetation_ZoneMid",0.2541,0.0625,4.0642,1e-04
"1145","SOS","HC","Richness",122,"(Intercept)",217.5481,191.6918,1.1349,0.2587
"1146","SOS","HC","Richness",122,"Year",-0.1049,0.0951,-1.1038,0.2719
"1147","SOS","HC","Richness",122,"Vegetation_ZoneMid",-411.1939,217.4848,-1.8907,0.0611
"1148","SOS","HC","Richness",122,"Year:Vegetation_ZoneMid",0.205,0.1079,1.9003,0.0598
"1149","SOS","VM","Richness",100,"(Intercept)",-54.6743,162.1442,-0.3372,0.7367
"1150","SOS","VM","Richness",100,"Year",0.0289,0.0804,0.359,0.7204
"1151","SOS","VM","Richness",100,"Vegetation_ZoneMid",44.6531,256.3726,0.1742,0.8621
"1152","SOS","VM","Richness",100,"Year:Vegetation_ZoneMid",-0.0199,0.1271,-0.1564,0.8761
"1153","SOS","VI","Richness",60,"(Intercept)",-30.1544,85.4369,-0.3529,0.7255
"1154","SOS","VI","Richness",60,"Year",0.0172,0.0424,0.4065,0.6859
"1155","SOS","VI","Richness",60,"Vegetation_ZoneMid",470.5721,270.1752,1.7417,0.087
"1156","SOS","VI","Richness",60,"Year:Vegetation_ZoneMid",-0.2324,0.134,-1.734,0.0884
"1157","TJR","McCoy North","Richness",50,"(Intercept)",28.0424,240.2644,0.1167,0.9076
"1158","TJR","McCoy North","Richness",50,"Year",-0.0121,0.1191,-0.1017,0.9194
"1159","TJR","McCoy North","Richness",50,"Vegetation_ZoneUp",-381.9576,537.2476,-0.711,0.4807
"1160","TJR","McCoy North","Richness",50,"Year:Vegetation_ZoneUp",0.1879,0.2664,0.7052,0.4843
"1161","TJR","McCoy South","Richness",240,"(Intercept)",46.4444,83.1194,0.5588,0.5769
"1162","TJR","McCoy South","Richness",240,"Year",-0.0222,0.0412,-0.5391,0.5903
"1163","TJR","McCoy South","Richness",240,"Vegetation_ZoneMid",162.1448,107.3066,1.511,0.1321
"1164","TJR","McCoy South","Richness",240,"Vegetation_ZoneUp",250.6781,107.3066,2.3361,0.0203
"1165","TJR","McCoy South","Richness",240,"Year:Vegetation_ZoneMid",-0.0795,0.0532,-1.4932,0.1367
"1166","TJR","McCoy South","Richness",240,"Year:Vegetation_ZoneUp",-0.1239,0.0532,-2.3284,0.0207
"1167","TJR","South Beach","Richness",210,"(Intercept)",27.7781,70.5505,0.3937,0.6942
"1168","TJR","South Beach","Richness",210,"Year",-0.0128,0.035,-0.3657,0.715
"1169","TJR","South Beach","Richness",210,"Vegetation_ZoneUp",-9.6832,186.659,-0.0519,0.9587
"1170","TJR","South Beach","Richness",210,"Year:Vegetation_ZoneUp",0.0047,0.0926,0.0509,0.9594
"1171","TJR","V1","Richness",270,"(Intercept)",1,157.3533,0.0064,0.9949
"1172","TJR","V1","Richness",270,"Year",0,0.078,0,1
"1173","TJR","V1","Richness",270,"Vegetation_ZoneMid",17.2341,175.9264,0.098,0.922
"1174","TJR","V1","Richness",270,"Vegetation_ZoneUp",-81.9455,197.2529,-0.4154,0.6782
"1175","TJR","V1","Richness",270,"Year:Vegetation_ZoneMid",-0.008,0.0872,-0.0912,0.9274
"1176","TJR","V1","Richness",270,"Year:Vegetation_ZoneUp",0.0416,0.0978,0.4248,0.6713
"1177","TJR","V4","Richness",240,"(Intercept)",456.6848,276.3337,1.6527,0.0997
"1178","TJR","V4","Richness",240,"Year",-0.2242,0.137,-1.6364,0.1031
"1179","TJR","V4","Richness",240,"Vegetation_ZoneMid",-212.2332,282.277,-0.7519,0.4529
"1180","TJR","V4","Richness",240,"Year:Vegetation_ZoneMid",0.1051,0.14,0.7511,0.4534
"1181","TJR","Brazo Creek","Richness",48,"(Intercept)",-159.28,296.845,-0.5366,0.5943
"1182","TJR","Brazo Creek","Richness",48,"Year",0.08,0.1471,0.544,0.5892
"1183","TJR","Brazo Creek","Richness",48,"Vegetation_ZoneUp",162.03,727.1187,0.2228,0.8247
"1184","TJR","Brazo Creek","Richness",48,"Year:Vegetation_ZoneUp",-0.08,0.3602,-0.2221,0.8253
"1185","TJR","Model Marsh","Richness",120,"(Intercept)",1.6667,344.7776,0.0048,0.9962
"1186","TJR","Model Marsh","Richness",120,"Year",0,0.1708,0,1
"1187","TJR","Model Marsh","Richness",120,"Vegetation_ZoneMid",86.9286,368.5828,0.2358,0.814
"1188","TJR","Model Marsh","Richness",120,"Year:Vegetation_ZoneMid",-0.0429,0.1826,-0.2348,0.8148
"1189","WEL","WB","Richness",265,"(Intercept)",95.769,111.0859,0.8621,0.3894
"1190","WEL","WB","Richness",265,"Year",-0.0457,0.0552,-0.8281,0.4083
"1191","WEL","WB","Richness",265,"Vegetation_ZoneMid",3.2335,128.2709,0.0252,0.9799
"1192","WEL","WB","Richness",265,"Vegetation_ZoneUp",-293.5552,157.0992,-1.8686,0.0628
"1193","WEL","WB","Richness",265,"Year:Vegetation_ZoneMid",-0.0017,0.0637,-0.026,0.9793
"1194","WEL","WB","Richness",265,"Year:Vegetation_ZoneUp",0.146,0.0781,1.8711,0.0625
"1195","WQB","Section 2","Richness",420,"(Intercept)",12.5398,80.097,0.1566,0.8757
"1196","WQB","Section 2","Richness",420,"Year",-0.0052,0.0397,-0.131,0.8959
"1197","WQB","Section 2","Richness",420,"Vegetation_ZoneMid",34.076,118.6502,0.2872,0.7741
"1198","WQB","Section 2","Richness",420,"Vegetation_ZoneUp",161.8368,257.239,0.6291,0.5296
"1199","WQB","Section 2","Richness",420,"Year:Vegetation_ZoneMid",-0.0152,0.0589,-0.2588,0.7959
"1200","WQB","Section 2","Richness",420,"Year:Vegetation_ZoneUp",-0.0773,0.1276,-0.606,0.5449
"1201","WQB","Section 1","Richness",307,"(Intercept)",-197.2704,58.4995,-3.3722,8e-04
"1202","WQB","Section 1","Richness",307,"Year",0.0988,0.029,3.4018,8e-04
"1203","WQB","Section 1","Richness",307,"Vegetation_ZoneMid",-45.4557,148.0172,-0.3071,0.759
"1204","WQB","Section 1","Richness",307,"Vegetation_ZoneUp",170.9015,239.3641,0.714,0.4758
"1205","WQB","Section 1","Richness",307,"Year:Vegetation_ZoneMid",0.0244,0.0735,0.332,0.7401
"1206","WQB","Section 1","Richness",307,"Year:Vegetation_ZoneUp",-0.0824,0.1187,-0.694,0.4882
"1207","WQB","Section 3","Richness",331,"(Intercept)",-82.2375,150.4135,-0.5467,0.5849
"1208","WQB","Section 3","Richness",331,"Year",0.042,0.0747,0.5621,0.5744
"1209","WQB","Section 3","Richness",331,"Vegetation_ZoneMid",11.7754,179.8595,0.0655,0.9478
"1210","WQB","Section 3","Richness",331,"Vegetation_ZoneUp",312.979,245.9986,1.2723,0.2042
"1211","WQB","Section 3","Richness",331,"Year:Vegetation_ZoneMid",-0.0049,0.0893,-0.0553,0.956
"1212","WQB","Section 3","Richness",331,"Year:Vegetation_ZoneUp",-0.1528,0.1221,-1.252,0.2115
"1213","ACE","EIN","Shannon-Weiner Diversity",142,"(Intercept)",35.6547,23.4565,1.52,0.1308
"1214","ACE","EIN","Shannon-Weiner Diversity",142,"Year",-0.0177,0.0116,-1.518,0.1313
"1215","ACE","EIN","Shannon-Weiner Diversity",142,"Vegetation_ZoneMid",-43.6381,27.008,-1.6157,0.1084
"1216","ACE","EIN","Shannon-Weiner Diversity",142,"Year:Vegetation_ZoneMid",0.0217,0.0134,1.6167,0.1082
"1217","ACE","EIS","Shannon-Weiner Diversity",122,"(Intercept)",78.5828,69.3554,1.133,0.2595
"1218","ACE","EIS","Shannon-Weiner Diversity",122,"Year",-0.0389,0.0344,-1.1302,0.2607
"1219","ACE","EIS","Shannon-Weiner Diversity",122,"Vegetation_ZoneMid",-94.8431,70.7984,-1.3396,0.1829
"1220","ACE","EIS","Shannon-Weiner Diversity",122,"Year:Vegetation_ZoneMid",0.047,0.0351,1.3381,0.1834
"1221","APA","PC","Shannon-Weiner Diversity",346,"(Intercept)",5.9966,31.2306,0.192,0.8478
"1222","APA","PC","Shannon-Weiner Diversity",346,"Year",-0.0028,0.0155,-0.1799,0.8574
"1223","APA","PC","Shannon-Weiner Diversity",346,"Vegetation_ZoneMid",-45.6174,40.6464,-1.1223,0.2625
"1224","APA","PC","Shannon-Weiner Diversity",346,"Vegetation_ZoneUp",-7.4213,105.4848,-0.0704,0.944
"1225","APA","PC","Shannon-Weiner Diversity",346,"Year:Vegetation_ZoneMid",0.0226,0.0202,1.1212,0.263
"1226","APA","PC","Shannon-Weiner Diversity",346,"Year:Vegetation_ZoneUp",0.0038,0.0523,0.072,0.9426
"1227","CBM","MB","Shannon-Weiner Diversity",160,"(Intercept)",-42.5469,22.0227,-1.932,0.0552
"1228","CBM","MB","Shannon-Weiner Diversity",160,"Year",0.0215,0.0109,1.9621,0.0515
"1229","CBM","MB","Shannon-Weiner Diversity",160,"Vegetation_ZoneMid",88.7873,44.3313,2.0028,0.0469
"1230","CBM","MB","Shannon-Weiner Diversity",160,"Year:Vegetation_ZoneMid",-0.044,0.022,-1.9997,0.0473
"1231","CBM","OPC","Shannon-Weiner Diversity",419,"(Intercept)",-27.153,22.4351,-1.2103,0.2269
"1232","CBM","OPC","Shannon-Weiner Diversity",419,"Year",0.0139,0.0112,1.249,0.2124
"1233","CBM","OPC","Shannon-Weiner Diversity",419,"Vegetation_ZoneMid",-1.5376,28.2972,-0.0543,0.9567
"1234","CBM","OPC","Shannon-Weiner Diversity",419,"Year:Vegetation_ZoneMid",0.001,0.0141,0.0703,0.944
"1235","DEL","SJR","Shannon-Weiner Diversity",120,"(Intercept)",43.4597,35.1505,1.2364,0.2189
"1236","DEL","SJR","Shannon-Weiner Diversity",120,"Year",-0.0216,0.0174,-1.2354,0.2192
"1237","DEL","SJR","Shannon-Weiner Diversity",120,"Vegetation_ZoneMid",-5.7213,41.3067,-0.1385,0.8901
"1238","DEL","SJR","Shannon-Weiner Diversity",120,"Vegetation_ZoneUp",230.5052,105.4514,2.1859,0.0309
"1239","DEL","SJR","Shannon-Weiner Diversity",120,"Year:Vegetation_ZoneMid",0.0029,0.0205,0.1408,0.8883
"1240","DEL","SJR","Shannon-Weiner Diversity",120,"Year:Vegetation_ZoneUp",-0.1142,0.0523,-2.1831,0.0311
"1241","ELK","Upper","Shannon-Weiner Diversity",60,"(Intercept)",-36.6205,31.2676,-1.1712,0.2467
"1242","ELK","Upper","Shannon-Weiner Diversity",60,"Year",0.0182,0.0155,1.1742,0.2455
"1243","ELK","Upper","Shannon-Weiner Diversity",60,"Vegetation_ZoneMid",36.6205,76.5895,0.4781,0.6345
"1244","ELK","Upper","Shannon-Weiner Diversity",60,"Vegetation_ZoneUp",97.3665,91.1598,1.0681,0.2902
"1245","ELK","Upper","Shannon-Weiner Diversity",60,"Year:Vegetation_ZoneMid",-0.0182,0.038,-0.4794,0.6336
"1246","ELK","Upper","Shannon-Weiner Diversity",60,"Year:Vegetation_ZoneUp",-0.0478,0.0452,-1.0591,0.2943
"1247","ELK","Lower","Shannon-Weiner Diversity",100,"(Intercept)",-15.1991,18.6852,-0.8134,0.418
"1248","ELK","Lower","Shannon-Weiner Diversity",100,"Year",0.0076,0.0093,0.8169,0.4161
"1249","ELK","Lower","Shannon-Weiner Diversity",100,"Vegetation_ZoneMid",-45.5565,117.5882,-0.3874,0.6993
"1250","ELK","Lower","Shannon-Weiner Diversity",100,"Vegetation_ZoneUp",33.2716,66.8526,0.4977,0.6199
"1251","ELK","Lower","Shannon-Weiner Diversity",100,"Year:Vegetation_ZoneMid",0.0232,0.0583,0.398,0.6916
"1252","ELK","Lower","Shannon-Weiner Diversity",100,"Year:Vegetation_ZoneUp",-0.0161,0.0331,-0.485,0.6288
"1253","GND","spalt","Shannon-Weiner Diversity",162,"(Intercept)",-39.0258,30.3415,-1.2862,0.2002
"1254","GND","spalt","Shannon-Weiner Diversity",162,"Year",0.0195,0.015,1.294,0.1975
"1255","GND","spalt","Shannon-Weiner Diversity",162,"Vegetation_ZoneMid",-21.8282,47.536,-0.4592,0.6467
"1256","GND","spalt","Shannon-Weiner Diversity",162,"Year:Vegetation_ZoneMid",0.0108,0.0236,0.4593,0.6466
"1257","GND","juro low","Shannon-Weiner Diversity",210,"(Intercept)",-110.8212,37.9404,-2.9209,0.0039
"1258","GND","juro low","Shannon-Weiner Diversity",210,"Year",0.0551,0.0188,2.9286,0.0038
"1259","GND","juro low","Shannon-Weiner Diversity",210,"Vegetation_ZoneMid",99.8229,41.6809,2.3949,0.0175
"1260","GND","juro low","Shannon-Weiner Diversity",210,"Year:Vegetation_ZoneMid",-0.0496,0.0207,-2.3999,0.0173
"1261","GND","juro high","Shannon-Weiner Diversity",128,"(Intercept)",-199.0285,155.1926,-1.2825,0.2021
"1262","GND","juro high","Shannon-Weiner Diversity",128,"Year",0.0991,0.0769,1.2882,0.2001
"1263","GND","juro high","Shannon-Weiner Diversity",128,"Vegetation_ZoneMid",-60.2709,163.1449,-0.3694,0.7124
"1264","GND","juro high","Shannon-Weiner Diversity",128,"Year:Vegetation_ZoneMid",0.0297,0.0809,0.3672,0.7141
"1265","GND","juro mid","Shannon-Weiner Diversity",240,"(Intercept)",-70.7211,123.2713,-0.5737,0.5667
"1266","GND","juro mid","Shannon-Weiner Diversity",240,"Year",0.0352,0.0611,0.5763,0.565
"1267","GND","juro mid","Shannon-Weiner Diversity",240,"Vegetation_ZoneMid",-37.5762,128.5948,-0.2922,0.7704
"1268","GND","juro mid","Shannon-Weiner Diversity",240,"Vegetation_ZoneUp",-363.374,174.332,-2.0844,0.0382
"1269","GND","juro mid","Shannon-Weiner Diversity",240,"Year:Vegetation_ZoneMid",0.0188,0.0637,0.2945,0.7686
"1270","GND","juro mid","Shannon-Weiner Diversity",240,"Year:Vegetation_ZoneUp",0.1805,0.0864,2.0884,0.0378
"1271","GRB","SP","Shannon-Weiner Diversity",491,"(Intercept)",-18.3882,29.5143,-0.623,0.5336
"1272","GRB","SP","Shannon-Weiner Diversity",491,"Year",0.0093,0.0146,0.6362,0.5249
"1273","GRB","SP","Shannon-Weiner Diversity",491,"Vegetation_ZoneMid",37.323,32.0854,1.1632,0.2453
"1274","GRB","SP","Shannon-Weiner Diversity",491,"Vegetation_ZoneUp",33.1974,43.3536,0.7657,0.4442
"1275","GRB","SP","Shannon-Weiner Diversity",491,"Year:Vegetation_ZoneMid",-0.0183,0.0159,-1.153,0.2495
"1276","GRB","SP","Shannon-Weiner Diversity",491,"Year:Vegetation_ZoneUp",-0.016,0.0215,-0.7434,0.4576
"1277","GRB","GBF","Shannon-Weiner Diversity",429,"(Intercept)",15.8511,27.7289,0.5716,0.5679
"1278","GRB","GBF","Shannon-Weiner Diversity",429,"Year",-0.0078,0.0138,-0.5678,0.5705
"1279","GRB","GBF","Shannon-Weiner Diversity",429,"Vegetation_ZoneMid",21.1394,30.6555,0.6896,0.4908
"1280","GRB","GBF","Shannon-Weiner Diversity",429,"Vegetation_ZoneUp",4.4687,39.2146,0.114,0.9093
"1281","GRB","GBF","Shannon-Weiner Diversity",429,"Year:Vegetation_ZoneMid",-0.0103,0.0152,-0.675,0.5
"1282","GRB","GBF","Shannon-Weiner Diversity",429,"Year:Vegetation_ZoneUp",-0.0019,0.0194,-0.098,0.922
"1283","GRB","BC","Shannon-Weiner Diversity",329,"(Intercept)",-12.1518,21.7156,-0.5596,0.5761
"1284","GRB","BC","Shannon-Weiner Diversity",329,"Year",0.0061,0.0108,0.5651,0.5724
"1285","GRB","BC","Shannon-Weiner Diversity",329,"Vegetation_ZoneMid",54.8963,28.2786,1.9413,0.0531
"1286","GRB","BC","Shannon-Weiner Diversity",329,"Vegetation_ZoneUp",71.3629,35.1733,2.0289,0.0433
"1287","GRB","BC","Shannon-Weiner Diversity",329,"Year:Vegetation_ZoneMid",-0.0271,0.014,-1.9309,0.0544
"1288","GRB","BC","Shannon-Weiner Diversity",329,"Year:Vegetation_ZoneUp",-0.0348,0.0174,-1.9965,0.0467
"1289","GTM","46","Shannon-Weiner Diversity",406,"(Intercept)",54.9577,16.1824,3.3961,8e-04
"1290","GTM","46","Shannon-Weiner Diversity",406,"Year",-0.027,0.008,-3.368,8e-04
"1291","GTM","46","Shannon-Weiner Diversity",406,"Vegetation_ZoneMid",0.7069,0.2268,3.1171,0.002
"1292","GTM","46","Shannon-Weiner Diversity",406,"Vegetation_ZoneUp",0.8915,0.1073,8.3119,0
"1293","KAC","FR","Shannon-Weiner Diversity",546,"(Intercept)",-26.4736,21.8373,-1.2123,0.2259
"1294","KAC","FR","Shannon-Weiner Diversity",546,"Year",0.0134,0.0108,1.2329,0.2181
"1295","KAC","FR","Shannon-Weiner Diversity",546,"Vegetation_ZoneMid",10.4456,24.6193,0.4243,0.6715
"1296","KAC","FR","Shannon-Weiner Diversity",546,"Vegetation_ZoneUp",-64.5431,58.9643,-1.0946,0.2742
"1297","KAC","FR","Shannon-Weiner Diversity",546,"Year:Vegetation_ZoneMid",-0.0051,0.0122,-0.4142,0.6789
"1298","KAC","FR","Shannon-Weiner Diversity",546,"Year:Vegetation_ZoneUp",0.0325,0.0293,1.1111,0.267
"1299","KAC","BS","Shannon-Weiner Diversity",346,"(Intercept)",-73.6225,14.7416,-4.9942,0
"1300","KAC","BS","Shannon-Weiner Diversity",346,"Year",0.0369,0.0073,5.043,0
"1301","KAC","BS","Shannon-Weiner Diversity",346,"Vegetation_ZoneMid",54.3782,77.5608,0.7011,0.4837
"1302","KAC","BS","Shannon-Weiner Diversity",346,"Vegetation_ZoneUp",81.2601,77.5608,1.0477,0.2955
"1303","KAC","BS","Shannon-Weiner Diversity",346,"Year:Vegetation_ZoneMid",-0.0271,0.0385,-0.7033,0.4823
"1304","KAC","BS","Shannon-Weiner Diversity",346,"Year:Vegetation_ZoneUp",-0.0405,0.0385,-1.0513,0.2939
"1305","KAC","CP","Shannon-Weiner Diversity",463,"(Intercept)",6.091,20.8212,0.2925,0.77
"1306","KAC","CP","Shannon-Weiner Diversity",463,"Year",-0.0027,0.0103,-0.2632,0.7925
"1307","KAC","CP","Shannon-Weiner Diversity",463,"Vegetation_ZoneMid",-7.7073,25.296,-0.3047,0.7607
"1308","KAC","CP","Shannon-Weiner Diversity",463,"Year:Vegetation_ZoneMid",0.0039,0.0126,0.311,0.7559
"1309","KAC","SC","Shannon-Weiner Diversity",161,"(Intercept)",9.9732,23.5587,0.4233,0.6726
"1310","KAC","SC","Shannon-Weiner Diversity",161,"Year",-0.0046,0.0117,-0.3893,0.6976
"1311","KAC","SC","Shannon-Weiner Diversity",161,"Vegetation_ZoneMid",2.6627,33.6314,0.0792,0.937
"1312","KAC","SC","Shannon-Weiner Diversity",161,"Year:Vegetation_ZoneMid",-0.0015,0.0167,-0.0885,0.9296
"1313","NAR","Nag","Shannon-Weiner Diversity",312,"(Intercept)",24.6034,20.4241,1.2046,0.2293
"1314","NAR","Nag","Shannon-Weiner Diversity",312,"Year",-0.0121,0.0101,-1.1944,0.2332
"1315","NAR","Nag","Shannon-Weiner Diversity",312,"Vegetation_ZoneMid",9.2694,23.3987,0.3961,0.6923
"1316","NAR","Nag","Shannon-Weiner Diversity",312,"Vegetation_ZoneUp",-4.3216,33.3524,-0.1296,0.897
"1317","NAR","Nag","Shannon-Weiner Diversity",312,"Year:Vegetation_ZoneMid",-0.0044,0.0116,-0.3818,0.7029
"1318","NAR","Nag","Shannon-Weiner Diversity",312,"Year:Vegetation_ZoneUp",0.0025,0.0165,0.1541,0.8776
"1319","NAR","Coggeshall","Shannon-Weiner Diversity",273,"(Intercept)",23.9006,16.5612,1.4432,0.1501
"1320","NAR","Coggeshall","Shannon-Weiner Diversity",273,"Year",-0.0118,0.0082,-1.4391,0.1513
"1321","NAR","Coggeshall","Shannon-Weiner Diversity",273,"Vegetation_ZoneMid",51.435,21.1851,2.4279,0.0158
"1322","NAR","Coggeshall","Shannon-Weiner Diversity",273,"Vegetation_ZoneUp",-22.4798,30.2364,-0.7435,0.4579
"1323","NAR","Coggeshall","Shannon-Weiner Diversity",273,"Year:Vegetation_ZoneMid",-0.0253,0.0105,-2.4054,0.0168
"1324","NAR","Coggeshall","Shannon-Weiner Diversity",273,"Year:Vegetation_ZoneUp",0.0117,0.015,0.7782,0.4372
"1325","NIW","Segment A","Shannon-Weiner Diversity",319,"(Intercept)",-1.5417,10.0112,-0.154,0.8777
"1326","NIW","Segment A","Shannon-Weiner Diversity",319,"Year",8e-04,0.005,0.156,0.8762
"1327","NIW","Segment A","Shannon-Weiner Diversity",319,"Vegetation_ZoneMid",9.4783,15.0853,0.6283,0.5303
"1328","NIW","Segment A","Shannon-Weiner Diversity",319,"Vegetation_ZoneUp",76.0072,29.7787,2.5524,0.0112
"1329","NIW","Segment A","Shannon-Weiner Diversity",319,"Year:Vegetation_ZoneMid",-0.0045,0.0075,-0.6052,0.5455
"1330","NIW","Segment A","Shannon-Weiner Diversity",319,"Year:Vegetation_ZoneUp",-0.0374,0.0148,-2.5298,0.0119
"1331","NIW","Segment B","Shannon-Weiner Diversity",338,"(Intercept)",0.2111,3.9109,0.054,0.957
"1332","NIW","Segment B","Shannon-Weiner Diversity",338,"Year",-1e-04,0.0019,-0.0539,0.9571
"1333","NIW","Segment B","Shannon-Weiner Diversity",338,"Vegetation_ZoneMid",25.8013,8.1412,3.1692,0.0017
"1334","NIW","Segment B","Shannon-Weiner Diversity",338,"Year:Vegetation_ZoneMid",-0.0127,0.004,-3.1313,0.0019
"1335","NOC","MI","Shannon-Weiner Diversity",789,"(Intercept)",-0.7478,5.379,-0.139,0.8895
"1336","NOC","MI","Shannon-Weiner Diversity",789,"Year",4e-04,0.0027,0.1453,0.8845
"1337","NOC","MI","Shannon-Weiner Diversity",789,"Vegetation_ZoneMid",-61.3754,14.5886,-4.2071,0
"1338","NOC","MI","Shannon-Weiner Diversity",789,"Year:Vegetation_ZoneMid",0.0308,0.0072,4.2479,0
"1339","SOS","DM","Shannon-Weiner Diversity",70,"(Intercept)",92.6177,36.8449,2.5137,0.0144
"1340","SOS","DM","Shannon-Weiner Diversity",70,"Year",-0.0453,0.0183,-2.4731,0.016
"1341","SOS","DM","Shannon-Weiner Diversity",70,"Vegetation_ZoneMid",-127.1918,43.0045,-2.9576,0.0043
"1342","SOS","DM","Shannon-Weiner Diversity",70,"Year:Vegetation_ZoneMid",0.0633,0.0214,2.9615,0.0043
"1343","SOS","MM","Shannon-Weiner Diversity",120,"(Intercept)",-3.3337,16.493,-0.2021,0.8402
"1344","SOS","MM","Shannon-Weiner Diversity",120,"Year",0.0021,0.0082,0.2575,0.7972
"1345","SOS","MM","Shannon-Weiner Diversity",120,"Vegetation_ZoneMid",-50.3429,23.3246,-2.1584,0.033
"1346","SOS","MM","Shannon-Weiner Diversity",120,"Year:Vegetation_ZoneMid",0.0252,0.0116,2.1793,0.0313
